order_id,centre,owner,whatsapp,sku,stage,x_inr,y_inr,canon_date,m1_paid,m2_paid,m3_paid,go_live,care_start,notes
FORMA-PUN-001,,,,,Lead,,,,,,,
FORMA-PUN-002,,,,,Lead,,,,,,,
FORMA-PUN-003,,,,,Lead,,,,,,,
FORMA-PUN-004,,,,,Lead,,,,,,,
FORMA-PUN-005,,,,,Lead,,,,,,,
